text,label
"Secondary prevention with verapamil after myocardial infarction. The Danish Study Group on Verapamil in Myocardial Infarction. The effect of verapamil on death and major events (i.e., death or reinfarction) after an acute myocardial infarction was studied in a double-blind, randomized, placebo-controlled, multicenter trial, the Danish Verapamil Infarction Trial II (DAVIT II). Eight hundred seventy-eight patients started treatment with verapamil 360 mg/day and 897 patients with placebo. Treatment continued for up to 18 months (mean 16 months). Ninety-five deaths and 146 major events occurred in the verapamil group and 119 deaths and 180 major events in the placebo group. Eighteen-month mortality rates were 11.1 and 13.8% (hazard ratio 0.80, 95% confidence limits 0.63 to 1.05, p = 0.108), and major event rates 18.0 and 21.6% (0.80, 0.64 to 0.99, p = 0.027) in the verapamil and placebo groups respectively. When combining the results of this trial with the results of the first Danish study on verapamil in myocardial infarction, the meta-analysis demonstrated that treatment with verapamil from the second week after an acute myocardial infarction resulted in a reduction of pooled odds ratios of 0.22 (95% confidence interval 0.01 to 0.37, p = 0.04) for death, 0.21 (0.05 to 0.35, p = 0.02) for major events, and 0.27 (0.06 to 0.43, p = 0.02) for first reinfarctions. It is concluded that long-term treatment with verapamil after an acute myocardial infarction is associated with a significant reduction in overall mortality as well as major event and reinfarction rates. ",3
"Morphometry of the subepithelial circulation in sheep airways. Effect of vascular congestion. In order to quantitate the subepithelial microvascular volume and its relation to the airway lumen, we conducted a morphometric analysis of the vascular compartment in the wall of the trachea (within a 55-microns depth from the epithelial basement membrane) and of 1.0 and 0.5-mm bronchioles of sheep. The lungs were fixed by bronchial and pulmonary artery perfusion with glutaraldehyde under three experimental conditions: (1) bronchial artery pressure, 100 mm Hg pulmonary artery pressure, 20 mm Hg (control); (2) bronchial artery pressure, 100 mm Hg, pulmonary artery pressure, 40 mm Hg (pulmonary hypertension, PH); (3) bronchial artery pressure, 100 mm Hg, pulmonary artery pressure, 40 mm Hg (pharmacologic vasodilation with sodium nitroprusside, PH + V). Venous pressures were atmospheric. Under control conditions, the microvascular volume fraction comprised 12, 16, and 15% of the subepithelial tissue in the trachea and 1-mm and 0.5-mm bronchioles, respectively. PH increased the microvascular volume fraction in the bronchioles (p less than 0.05), but it had no effect on the microvasculature in the trachea. PH + V approximately doubled the microvascular volume fraction in the trachea and the bronchioles. PH increased the mean wall thickness, and PH and PH + V decreased the airway cross-sectional area in the 1-mm bronchioles. These observations demonstrate that the microvasculature constitutes a considerable volume fraction of the subepithelial airway tissue and that vascular congestion can narrow the bronchiolar lumen. ",3
"Gunshot wounds to the cervical spine. A retrospective review was performed on 28 patients with low-velocity gunshot wounds to the cervical spine. These composed 31% of all spinal gunshot wounds seen during the study period between 1979 and 1988. Surgical decompression did not seem to improve neurologic recovery in either the incomplete or complete patients. Neurologic recovery also appeared to be unaffected by the presence of retained intracanal bullet fragments. The authors found no advantage to routine neck exploration of this penetrating injury. Complications were seen in 93% of the patients. Most complications were thromboembolic, pulmonary, and urinary tract infections. No cases of instability occurred as a direct result of the gunshot wound. No deaths occurred in this series. Two cases of posttraumatic syrinxes were diagnosed. The authors' current treatment recommendations for these patients include selective wound management and observation of retained intracanal bullet fragments in patients with complete lesions. Surgical decompression after this injury is not recommended. ",2
"Reentrant ventricular arrhythmias in the late myocardial infarction period: mechanism by which a short-long-short cardiac sequence facilitates the induction of reentry. The electrophysiological mechanism by which a short-long-short stimulated cardiac sequence facilitates the induction of ventricular tachyarrhythmia was investigated in dogs 4 days after ligation of the left anterior descending coronary artery. In these dogs, reentry develops in the surviving electrophysiologically abnormal epicardial layer that overlies the infarct zone when premature stimulation results in a critically long arc of functional conduction block. The activation wavefront circulates around both ends of the arc, coalesces, and conducts slowly distal to the arc before reactivating sites proximal to the arc to initiate a figure-eight reentrant circuit. Epicardial isochronal activation maps and effective refractory periods (ERPs) were determined during three different stimulation protocols: A, a basic train of eight beats at a cycle length of 300 msec followed by a single premature stimulus (S2); B, a basic train of eight beats at a cycle length of 300 msec with abrupt lengthening of the last cycle of the train before S2 to 600 msec; C, a basic train of eight beats at a cycle length of 600 msec followed by S2. Protocol B was found to result in a differential lengthening of ERP at adjacent sites within the border of the epicardial ischemic zone, whereas protocols A and C induced, respectively, comparable shortening and lengthening of ERPs at the same sites. The differential lengthening of ERPs at adjacent sites resulted in an increased dispersion of refractoriness so that a premature stimulus induced functional conduction block between those sites. The development of a longer arc of conduction block and, hence, a longer reentrant pathway as well as slower conduction of the circulating wavefront during protocol B allowed more time for refractoriness to expire proximal to the arc and for the circulating wavefront to reexcite those sites to initiate reentry. The lengthening of ERP, associated with a single long cycle (protocol B), ranged from 44% to 79% of the total increase in ERP after a series of eight long cycles (protocol C). Epicardial sites with longer ERPs located close to the center of the ischemic zone showed more lengthening of refractoriness during protocol B compared with more normal sites near the border of the ischemic zone. This strongly suggests that the increased dispersion of refractoriness during protocol B is caused by the shorter memory of ischemic myocardium to the cumulative effects of preceding cycle lengths. ",3
"Physical features of Prader-Willi syndrome in neonates. A retrospective study of 16 patients was undertaken to identify physical features that may typify neonates with Prader-Willi syndrome. Several features known to be typical of Prader-Willi syndrome in early infancy were confirmed, including hypotonia and genital hypoplasia. A number of features that have not previously been emphasized as characterizing Prader-Willi syndrome were also identified, most notably abnormal cry and, in males, signs of genital hypoplasia but with an apparently normal phallus. Other features included disproportionately large head circumference, disproportionately large anterior fontanelle, mild micrognathia, mild anomalies of the gingivae or alveolar ridges, and changes in the appearance of the skin. Appreciation of these features may assist the pediatrician in recognizing the child with Prader-Willi syndrome during the neonatal period, before the appearance of better-known findings of later onset, such as obesity and acromicria. ",2
"Genetic construction and characterization of a fusion protein consisting of a chimeric F(ab') with specificity for carcinomas and human IL-2. A genetic construct was created incorporating gene fragments encoding the H chain V region of the human carcinoma specific antibody L6, the CH1 domain of human IgG1, a linker region, and human IL-2. This construct was cotransfected with a chimeric L6 L chain construct into the murine myeloma cell line Ag8.653 for expression. First round clones produced the fusion protein at an estimated 5 to 10 micrograms/ml based on idiotypic reactivity. Dual binding activity was demonstrated through specific interaction with the L6 Ag on human tumor cells and the IL-2R on activated human T cells. The IL-2 portion of the molecule was shown to support the growth of the IL-2-dependent T cell line CTLL2, and the qualitative nature of the IL-2 signal was found to be the same as rIL-2 with respect to induction of tyrosine-phosphorylation of intracellular protein substrates. Tumor cells coated with the fusion protein were shown to cause T cell proliferation and the presence of the fusion protein was found to enhance cell-mediated destruction of human tumor cells. ",0
"Fulminant hepatitis after lisinopril administration. A case of fulminant hepatitis in a patient taking lisinopril for 5 weeks for arterial hypertension is reported. Jaundice, fever, myalgia, and marked increase in serum aminotransferase activities occurred after 2 weeks of treatment. Continuation of lisinopril administration for 3 weeks after the onset of jaundice was associated with the development of grade III encephalopathy and a marked decrease in prothrombin and proaccelerin levels. This case strongly suggests that lisinopril may induce acute hepatitis and that continuation of the treatment after the onset of jaundice can lead to life-threatening hepatic failure. ",3
"Self-report of physical activity and patterns of mortality in Seventh-Day Adventist men. The Adventist Mortality Study provides 26-year follow-up through 1985 for 9484 males who completed a lifestyle questionnaire in 1960. The relationship of self-reported physical activity and all cause and disease-specific mortality was examined by survival analysis and with the Cox proportional hazards model, controlling for demographic and lifestyle characteristics. Moderate activity was associated with a protective effect on cardiovascular and all cause mortality in both analyses. In the Cox model, age-specific estimates of relative risk (RR) were obtained for several endpoints due to a significant interaction between level of physical activity and attained age (age at death or end of follow-up). This model permits calculation of the age at which the RR = 1.0, or the age at crossover of risk. For moderate activity, this age was 95.6 years (95% confidence intervals, 81.7-109.4 years) for all cause mortality and 91.5 years (95% confidence intervals, 79.0-104.0 years) for cardiovascular mortality. While the protective effect on mortality associated with moderate activity decreased with increasing age, it remained significant to the verge of the present life span. ",3
"Brain microemboli during cardiac surgery or aortography We have observed many focal dilatations or very small aneurysms in terminal arterioles and capillaries of 4 of 5 patients and 6 dogs who had recently undergone cardiopulmonary bypass. A smaller number of sausagelike dilatations distended medium-sized arterioles. Two other patients had a small number of the same microvascular changes following proximal aortography. Thirty-four patients and 6 dogs not undergoing cardiopulmonary bypass had none. (A 35th patient who had not undergone cardiopulmonary bypass or aortography showed a small number of dilatations; mediastinal air was a suggested source.) Some of the dilatations exhibited various forms of birefringence. Because most of the dilatations appear empty, we speculate that they are the sites of gas bubbles or fat emboli that have been removed by the solvents used in processing. These microvascular events, occurring only in conjunction with major arterial interventions, may be the anatomical correlate of the neurological deficits or moderate to severe intellectual dysfunction seen in at least 24% of patients after cardiac surgical procedures assisted by cardiopulmonary bypass. ",2
"Risks factors for cerebral infarction in good-grade patients after aneurysmal subarachnoid hemorrhage and surgery: a prospective study. A prospective series of 265 patients with aneurysmal subarachnoid hemorrhage (SAH) of Grades I to III (Hunt and Hess classification) upon admission were evaluated as to neurological outcome and computerized tomography (CT) findings 1 to 3 years (mean 1.4 years) after the SAH and surgery. A total of 73 patients underwent acute surgery (within 72 hours after the bleed: Days 0 to 3), 86 were operated on subacutely (between Days 4 and 7), and 91 had late surgery (on Day 8 or later). Fifteen patients died before surgery was undertaken and another 20 patients died during the follow-up period. A total of 104 patients received nimodipine and the rest of the patients received either placebo (109 patients) or no medication (52 patients). A logistical regression analysis revealed the following prognostic factors for cerebral infarction, in order of importance: the amount of blood on the primary CT scan; postoperative angiographic vasospasm; the timing of the operation; and a history of hypertension. The use of nimodipine was associated with a significant reduction of cerebral infarcts visualized by CT scanning in patients who received intermediate or late surgery. In patients who underwent acute surgery no significant difference between the incidence of cerebral infarcts was observed. ",2
"Carcinoid tumors. The authors carried out a retrospective study of 32 patients (23 M, 9 F) with carcinoid tumors who were diagnosed and treated at Harlem Hospital Center, New York, from 1967 to 1988. All the patients were black and the commonest sites were the ileum (28.1%), rectosigmoid and rectum (21.9%), and the appendix and lung (15.6% each). Metastasis correlated with site, size, and depth of the primary tumor and occurred in 12 patients (38%), most frequently to the regional lymph nodes and liver. Carcinoid syndrome developed in 12.5% (3 F, 1 M). Surgical resection for cure or palliation was the mainstay of treatment. Overall 5 year survival rate was 66%, and for those with metastases was 0%. The poorer survival rates are probably related to the socioeconomic status of our patient population. The only observed racial difference compared to other series is the preponderance of males, and the disproportionately higher ratio of females with the carcinoid syndrome. ",0
"Transfection and stable transformation of adult mouse Schwann cells with SV-40 large T antigen gene. Cultured Schwann cells derived from adult mouse dorsal root ganglia and peripheral nerves were transfected with a plasmid containing SV-40 large T antigen gene, and 25 colonies of stable transformants were obtained, one of which was expanded and recloned. This transfected cell line, designated MS1, expressed SV-40 large T antigen and showed continuous cell growth with a doubling time of 27 hours. The MS1 cells had distinct Schwann cell phenotypes such as S-100 protein, laminin, 2',3'-cyclic nucleotide 3'-phosphodiesterase and P0 protein, as shown by immunofluorescence microscopy. When MS1 cells were exposed to dibutyryl cyclic adenosine-3',5'-monophosphate (dbc AMP), they extended long bipolar processes two- to ten-fold longer than those of untreated MS1 cells and frequently formed whorl-like alignments similar to palisade formations or organoid patterns observed in human Schwannomas and neurofibromas. These results suggest that transformed Schwann cells can be a useful model for analyzing regulatory mechanisms of Schwann cells, neuron-Schwann cell interactions and experimental Schwann cell neoplasms in vitro. ",4
"Laryngeal myxoma. Myxoma is a rare mesenchymal tumor that is especially uncommon in the head and neck. We report a case of a myxoma of the larynx in a 70-year-old man, which, to our knowledge, is the second case reported in the English-language literature. Although benign, myxomas have a propensity for local recurrence due to their tendency to infiltrate surrounding tissues. They commonly appear encapsulated, but simple enucleation is not adequate treatment; excision should include a margin of normal tissue around the tumor. ",0
"How and why aztreonam works. Aztreonam is the first monocyclic beta-lactam antibiotic (monobactam) to be tested clinically. Its synthetic structure determines specific areas of activity, including enhanced activity against Pseudomonas species, exceptional activity against gram-negative bacteria, stability to beta-lactamases and lack of activity against gram-positive bacteria--all of which can be directly related to its chemical composition. Aztreonam has a high affinity for the protein-binding protein 3 (PBP-3) of aerobic gram-negative bacteria. Most of these organisms are inhibited and killed at low concentrations of the drug. Aztreonam binds poorly to PBP sites of the aerobic gram-positive and anaerobic bacteria and consequently has relatively poor inhibitory effects against these bacteria. In vitro, minimum inhibition concentration (MIC) values against almost all of the Enterobacteriaceae and against Neisseria and Haemophilus strains are typically below 1 microgram per milliliter. MIC values against Pseudomonas aeruginosa of 8 micrograms per milliliter are comparable with those of other antipseudomonal beta-lactams and the acylureidopenicillins. As combination therapy with amino-glycosides, aztreonam acts in synergy against P. aeruginosa, Acinetobacter and gentamicin-resistant gram-negative rods. Aztreonam is widely distributed in the body tissues and fluids, and the average elimination half-life is 1.7 hours. Intramuscular dosing results in peak serum levels in approximately one hour, while intravenous dosing results in peak levels within five minutes. After a 2 gram dose given intravenously, MIC90 values for most of the Enterobacteriaceae are exceeded for eight hours, and those for P. aeruginosa, for almost six hours. The steady-state volume of distribution is approximately 0.18 liter per kilogram. Concentrations above the MIC90 for most gram-negative bacteria are also present within bone, prostate and cerebrospinal fluid. Between 60 and 70 per cent of the drug is excreted unchanged in the urine, resulting in concentrations approximating 3,000 micrograms per milliliter two hours after a 1 gram dose given intravenously. Serum clearance of aztreonam is directly proportional to creatinine clearance. Dosage adjustment must, therefore, be made in the presence of reduced clearance. Dosing varies between 0.5 and 2.0 grams every six to 12 hours, depending on the severity of the infection. The characteristics of aztreonam suggest that it is a useful nonnephrotoxic drug for treatment of aerobic gram-negative infection. ",4
"Infusion of a stable prostacyclin analogue, iloprost, to patients with peripheral vascular disease: lack of antiplatelet effect but risk of thromboembolism. PURPOSE: Prostacyclin, a potent inhibitor of platelet function and vasodilator, has been used to treat peripheral vascular disease. The aim of this study was to monitor the thrombotic status of patients treated by infusion of a stable prostacyclin analogue, iloprost. PATIENTS AND METHODS: Thirteen patients with peripheral vascular disease underwent iloprost infusion for 3 days (8 hours each day) in a dose ranging from 0.5 to 2 ng/kg/minute. Variable parameters of thrombosis such as platelet reactivity (shear-induced hemostatic plug formation and thrombus formation on a collagen fiber), coagulation, and spontaneous thrombolysis (dislodgment of hemostatic plugs) were measured from non-anticoagulated blood samples by hemostatometry immediately before and 1 hour after the infusion and on the last day, 4 hours after initiation of the infusion. RESULTS: Analysis of data from all patients 1 hour after the infusion showed no changes in platelet reactivity and spontaneous thrombolysis, but coagulation was significantly enhanced. In four patients, significant platelet hyperreactivity was observed after the infusion. Four of the five patients tested while undergoing iloprost infusion showed an enhanced thrombotic reaction and markedly enhanced coagulation. Iloprost employed in vitro in a concentration that corresponds to the therapeutic peak blood level caused no inhibition of platelet function but significantly enhanced coagulation. The threshold in vitro iloprost concentration at which anti-platelet effect and increased spontaneous thrombolysis were observed was twice that of the therapeutic blood level. CONCLUSIONS: These findings challenge the view that antagonism of platelet function is an important factor of iloprost therapy. Furthermore, platelet hyperreactivity in some patients and markedly enhanced coagulation during and after infusion of iloprost in general, represent a risk of thromboembolism, especially as patients are already in a prethrombotic condition. ",3
"In-hospital symptoms of psychological stress as predictors of long-term outcome after acute myocardial infarction in men. The impact of high levels of psychological stress symptoms in the hospital after an acute myocardial infarction (AMI) was examined over 5 years among 461 men who took part in a trial of psychological stress monitoring and intervention. Psychological stress was assessed using the 20-item General Health Questionnaire (GHQ) 1 to 2 days before hospital discharge. Once discharged, patients in the treatment group responded to the GHQ by telephone on a monthly basis and, when they reported high levels of stress symptoms (GHQ greater than or equal to 5), received visits from nurses to help them deal with their life problems. Control patients received routine medical care after discharge. Post-hoc subgroup analyses based on life-table methods showed that, for patients receiving routine care after discharge, high stress (GHQ greater than or equal to 5) was associated with a close to threefold increase in risk of cardiac mortality over 5 years (p = 0.0003) and an approximately 1.5-fold increase in risk of reinfarction over the same period (p = 0.09). In contrast, highly stressed patients who took part in the 1-year program of stress monitoring and intervention did not experience any significant long-term increase in risk. Although program impact was significant in terms of reduction of both cardiac mortality (p = 0.006) and AMI recurrences (p = 0.004) among highly stressed patients, there was little evidence of impact among patients with low levels of stress in the hospital. ",3
"Febrile infants less than eight weeks old. Predictors of infection. Febrile infants less than eight weeks old frequently are admitted and receive parenteral antibiotics for treatment of possible sepsis. The authors assess 52 infants less than eight weeks old with a rectal temperature of 38.1 degrees C or higher as having either a readily identifiable focus of infection by physical examination, appearing ""toxic"" without a focus, or appearing well. The authors screened patients by using white blood cell (WBC) counts, erythrocyte sedimentation rate (ESR), C-reactive protein (CRP), and chest radiographs in addition to blood, cerebrospinal fluid and urine cultures. The authors found a 9.6% incidence of bacteria in the 52 infants evaluated, with a 4.3% incidence in those febrile infants who appeared well. Five patients had positive blood cultures with Group B B Hemolytic streptococcus (four patients), and Viridans streptococcus (one patient). A clinical assessment of toxicity and a total band count greater than or equal to 0.5 x 10(3) cells/uL together were sensitive indicators of bacteremia, as were toxicity and a positive CRP. A ""toxic"" appearance, a WBC count greater than or equal to 15 x 10(3) cells/uL and an ESR greater than 30 were specific indicators of bacteria. Based on these data, identification of bacteremia in febrile infants may be possible with clinical assessment and screening laboratory tests. Because of the relatively small sampling size of this study, the authors feel that evaluation of a larger number of patients is warranted to evaluate these sensitivities in a more diffuse patient population. ",4
"Magnetic resonance imaging of experimental rat brain tumors: histopathological evaluation. Using RG-C6 glioma-transplanted rats, we studied precontrast and postcontrast magnetic resonance imaging, extravasation of Evans blue, and histology. In all rats, tumor was enhanced with gadolinium-diethylenetriaminepentaacetic acid (Gd-DTPA). The necrotic portion in the tumor, however, was not enhanced. Hemorrhage and hydrocephalus were clearly visualized on both the precontrast and postcontrast images. Blood-brain barrier-disrupted areas stained with Evans blue and areas enhanced with Gd-DTPA on magnetic resonance imaging were nearly consistent. It is suggested that the mechanism of brain tumor enhancement with Gd-DTPA on magnetic resonance imaging is simply related to the degree of alteration of the blood-brain barrier. The Gd-DTPA-enhanced magnetic resonance imaging, even with low magnetic field, is useful for the evaluation of size, shape, and location of experimental rat brain tumors. ",0
"Absence of acetylcholine-induced current in epithelial cells from thymus glands and thymomas of myasthenia gravis patients. We investigated the activity of ion channels in epithelial cells from human thymus glands and thymomas kept in short-term cell culture by clamping the membrane potential of the cells at -85 mV and determining the membrane current flowing on application of acetylcholine, glycine, or gamma-aminobutyric acid. In concentrations of up to 10(-3) M, none of the neurotransmitters induced any detectable current. This suggests (1) that there are no acetylcholine receptors (AChRs) or other products of the AChR gene family having ion-channel properties in the membranes of these epithelial cells, and (2) that the alpha-bungarotoxin-binding protein of thymus and thymoma has no AChR-like ion-channel property. These results support the hypothesis that the cross-reacting structures that elicit the anti-AChR autoimmune response in thymoma-associated myasthenia gravis are antigens having only limited homology with the AChR. Myasthenia gravis not associated with thymoma might have a different pathogenesis. ",2
"Streptococcus bovis meningitis: report of 2 cases. We describe 2 cases of Streptococcus bovis meningitis and review the 9 cases previously reported. This microorganism is a rare cause of meningitis in which there are no distinctive clinical or laboratory features. The Gram stain of the CSF is usually negative. Ten of the 11 cases had some underlying disease or comorbid condition that predisposed to S bovis infection: gastrointestinal disorder, endocarditis, CSF leak, polymyalgia rheumatica, and mandibular block. Treatment with high-dose penicillin is usually adequate. ",2
"Percutaneous angioscopy during coronary angioplasty using a steerable microangioscope. The feasibility of using a flexible, steerable angioscope to perform coronary angioscopy before and after percutaneous coronary angioplasty was tested. The microangioscope fits through an 8F coronary angioplasty guiding catheter and contains a multifiber viewing bundle incorporated into the body of a 4.3F balloon catheter with a central lumen for distal flushing and guide-wire passage. Angioscopy was performed without complications 45 times in 24 patients, including 6 patients with stable and 18 with unstable angina. Circumferential visualization of the target lesion was successful in 20 (83%) of the 24 patients and improved with operator experience. Excellent visualization of the target lesion was achieved in 16 (94%) of the last 17 patients. Plaque, thrombus and dissection were among the abnormal findings in the 20 patients (4 with stable, 16 with unstable angina) in whom circumferential viewing of the target lesion was achieved. In four patients with restenosis after angioplasty, the lesion morphology was distinctly different from that of lesions in arteries without prior angioplasty. In patients with stable angina, no thrombus or dissection was seen by angiography or angioscopy before angioplasty. In patients with unstable angina, thrombus was detected more frequently by angioscopy than by angiography before angioplasty (8 versus 2 of 16) and after (15 versus 2 of 16) angioplasty. Intimal dissection was also seen much more frequently by angioscopy than by angiography before angioplasty (7 versus 0 of 16) and after angioplasty (16 versus 7 of 16). It is concluded that high resolution percutaneous coronary angioscopy can be performed safely in conjunction with balloon angioplasty. Further investigation is needed before this diagnostic tool can be applied clinically. ",4
"Perioperative blood transfusion adversely affects prognosis of patients with stage I non-small-cell lung cancer. It has been speculated that blood transfusion might adversely affect prognosis in cancer patients by immunosuppression. To avoid the confounding affect of advanced disease, we tested this hypothesis in 117 patients with stage I non-small-cell lung cancer. Mean and median follow-up were 49.7 months and 47 months, respectively. Patients who died during the postoperative period were not included. Perioperative transfusion was defined as administration of whole blood or packed cells within 30 days of operation. The overall cumulative 5-year disease-free survival rate was 67%. In patients with transfusion, it was 53% and in patients without transfusion it was 81% (p = 0.0055). A multivariate analysis was performed that included patient age, race, sex, cell type, extent of operation (pneumonectomy versus lobectomy/segmentectomy), operative blood loss, admission hematocrit, discharge hematocrit, and the presence or absence of perioperative transfusion. The only variable that significantly correlated with 5-year disease-free survival was the presence or absence of perioperative transfusion (p = 0.0278), and this effect was not related to the number of transfusions. Retrospective analysis of long-term results of patients surviving curative operation for stage I lung cancer shows that any perioperative transfusion significantly worsens the patient's prognosis and suggests very strongly that this association is due to an adverse effect of the transfusion rather than the transfusion serving as a marker for another risk factor. ",0
"Mediastinal tracheostomy using a pectoralis major myocutaneous flap after resection of carcinoma of the esophagus involving the proximal part of the trachea. An operative procedure of mediastinal tracheostomy using a pectoralis major myocutaneous flap is presented. In this procedure, the terminal portion of the trachea penetrates through the center of a pectoralis major myocutaneous flap and the tracheal wall is completely wrapped with the muscular portion of the flap. Between 1981 and 1988, eight patients with carcinoma in the cervicothoracic segment of the esophagus underwent mediastinal tracheostomy after laryngoesophagectomy and extended resection of the proximal part of the trachea through sternal manubrectomy, because of invasion into the trachea. In five of eight patients, a pectoralis major myocutaneous flap was used to construct a tracheal stoma. A skin flap only, or both a skin flap and a muscle flap, was used in the other three. In four of eight patients, tracheal necrosis occurred, and rupture of the brachiocephalic artery occurred in one patient when the tracheal stoma had been constructed using both a skin flap and a muscle flap. However, neither skin breakdown nor bleeding from the major vessels occurred when using the myocutaneous flap. Therefore, it is concluded that the construction of the tracheal stoma using a pectoralis major myocutaneous flap is recommended for mediastinal tracheostomy after laryngoesophagectomy with extended resection of the proximal part of the trachea. ",0
"Angiographic contrast media interference with laser-induced fluorescence excitation and detection in atherosclerotic human coronary arteries. Laser-induced fluorescence has been used in conjunction with angiography for laser angioplasty guidance. The effect of radiopaque contrast media on the excitation and detection of arterial fluorescence has not been previously reported. Accordingly, fluorescence emission spectra from human coronary artery necropsy specimens (n = 7) during excitation with pulsed excimer laser excitation (308 nm) was examined before and after the addition of three different contrast media, sodium and meglumine diatrizoate, sodium and meglumine ioxaglate, and iopamidol. A decrease in overall fluorescence intensity was observed at all wavelengths for each contrast agent examined. The decrease in intensity of fluorescence emission was more marked at wavelengths less than 410 nm than at wavelengths above 425 nm. Similar effects were observed for contrast media diluted with whole blood. Absorption spectra for all three contrast media demonstrated absorption in the ultraviolet centered around 240 nm. We conclude that preferential absorption in the ultraviolet range by contrast media interferes with the excitation and detection of laser-induced fluorescence; use of visible light excitation may obviate interference with laser-induced fluorescence analysis of plaque. ",3
"Free protein S deficiency in a family with venous thrombosis. Inherited deficiencies of protein S, an inhibitor of the coagulation system, are now recognized as occurring at least twice as frequently as antithrombin III deficiency in patients with venous thrombosis. Protein S is present in plasma in a complexed form, which is inactive, and in a free or functional form. Free protein S combines with activated protein C to inhibit factors V and VIII. This report describes the evaluation of a family with recurrent deep venous thrombosis and superficial thrombophlebitis. Levels of antithrombin III and protein C as well as plasminogen were normal. The levels of total protein S, which includes the value for the free and complexed forms of protein S, were also normal. However, the free protein S levels were greatly reduced in all symptomatic members who were studied. This report illustrates the importance of obtaining measurement of free protein S levels in patients who are suspected of having inherited venous thrombotic disorders. ",4
"Prediction of risk in noncardiac operations after cardiac operations. To determine the preoperative variables affecting the mortality rate and the development of severe complications in patients who have had myocardial revascularization or a valve replacement and who then undergo a noncardiac operation, we retrospectively studied data from 120 such patients over the 5 years from 1982 through 1986. Thirty-six percent of patients had a noncardiac operation during the first month after the cardiac operation. The mortality rate was 11%, and the morbidity rate was 56%. The statistical comparison of the predictive accuracy of postoperative complications of three simple, widely used classifications (American Society of Anesthesiologists physical status, New York Heart Association classification, Massachusetts General Hospital cardiac risk index) demonstrated the superiority of the simplified three-class cardiac risk index (Massachusetts General Hospital-cardiac risk index; predictive accuracy of 84%). In a multivariate discriminant analysis of 21 variables in this population, five variables (myocardial infarction in previous 6 months, S3 gallop or jugular vein distention, arrhythmia on last preoperative electrocardiogram, emergency operation, delay between cardiac and noncardiac operation) were identified as being the most predictive of a postoperative complication. When these variables were used in the function (DF3) obtained by linear discriminant analysis, the prediction accuracy of a postoperative complication reached 83%. Performance of the new models in a prospective validation population remained satisfactory (75% for Massachusetts General Hospital-cardiac risk index three-class index and 72% for DF3). Extensive statistical analysis of our data tested by a validation study provided simple predictive models based on clinical variables easily available even in emergency situations. ",4
"Intracranial pressure and cerebrospinal fluid outflow conductance in healthy subjects. Conductance of cerebrospinal fluid (CSF) outflow (Cout) is an important parameter to be considered in patients with CSF circulation abnormalities. In patients with normal-pressure hydrocephalus it is the single most important parameter in determining if the patient needs CSF shunting. The lower normal limit for Cout has been estimated from the effect of shunting in patients with normal-pressure hydrocephalus, from patients retrospectively reevaluated after recovering from illness, and from patients with known abnormalities in the brain or the CSF system. The true value of Cout in normal individuals, however, has hitherto not been reported. In the present study, Cout has been measured by a lumbar infusion test in eight young volunteers with no suspicion of disease. The mean intracranial pressure (ICP) was 11 mm Hg and a linear relationship was found between CSF absorption and ICP. The mean Cout was 0.11 ml/min/mm Hg and the lower 95% confidence level was 0.10 ml/min/mm Hg. These values are in accordance with those obtained from previous studies. ",2
"Biobehavioral factors in Cardiac Arrhythmia Pilot Study (CAPS). Review and examination. The behavioral studies component of the multicenter Cardiac Arrhythmia Pilot Study (CAPS) was designed to examine the relation of biobehavioral factors and frequency of ventricular premature complexes (VPCs), efficacy of antiarrhythmic therapy, and disease end points in a study population that had experienced recent myocardial infarction and significant ventricular ectopy. Biobehavioral factors included both psychosocial (depression, anxiety, social support, type A behavior, mood, defensiveness, and anger expressiveness) and psychophysiological (heart rate and blood pressure reactivity to a videogame stressor) variables. Data were collected at baseline and at 3-, 6-, 9-, and 12-month follow-ups. Of the 502 patients enrolled in CAPS, 353 participated in the behavioral studies component. At baseline, assessments of psychosocial variables revealed the CAPS study population to be generally similar to other heart disease populations, and no relation between these variables and psychophysiological reactivity or arrhythmias was found. At follow-up among patients assigned to the placebo condition, biobehavioral variables were not related to levels of VPCs or VPC suppression. Cox regression analyses revealed that type B behavior, depression, and reduced heart rate reactivity were associated with increased clinical events, even after controlling for baseline left ventricular ejection fraction, myocardial infarction before the qualifying event, use of beta-blockers, use of digitalis, Q wave of qualifying myocardial infarction, and presence of unsustained ventricular tachycardia on baseline electrocardiogram. It is hypothesized that the relation among reduced heart rate reactivity, depression, and clinical events is mediated by diminished cardiac vagal tone. ",3
"Complications in the use of sodium hypochlorite during endodontic treatment. Report of three cases. In endodontic treatment, solutions of sodium hypochlorite are widely used as an irrigating agent. It is an effective solvent of both necrotic and vital tissues, which makes it toxic to the surrounding tissues. Complications are rarely reported. Nevertheless, the acute symptoms caused by the toxic reaction must not be underestimated. Causes, treatment, and prevention of complications of sodium hypochlorite use are discussed, and three case reports are presented. ",4
